mfcc_mean,chroma_mean,spectral_contrast_mean,tempo,loudness_variation,Emotion_Description
[-5.3071985e+02  1.9003293e+02 -1.2855041e+01  1.5590709e-01  6.0171995e+00 -6.5207896e+00 -5.1511688e+00 -8.9175797e+00 -7.3867869e+00 -6.2115145e+00 -8.8803120e+00 -1.0218441e+01 -9.9672117e+00],[0.59683895 0.18170059 0.1046242  0.10140298 0.29086006 0.5543135 0.2353884  0.26417273 0.1681658  0.34664708 0.2616546  0.22271422],[26.20568245 21.65796514 26.30623032 27.52916248 28.02225986 26.09868634 45.55518875],129.1992188,0.00569041,1
[-427.7631     186.2679     -36.74136     13.495658    -7.3530617   -4.733744    -6.1601195  -10.447051    -8.015861    -8.135352   -6.6926794   -8.95086     -7.5385656],[0.24969229 0.14815594 0.24932516 0.18086666 0.40189546 0.3377016 0.18481816 0.2776219  0.42590737 0.4905663  0.17722349 0.23593552],[23.82755567 18.67492812 22.86413074 23.93774855 24.87738277 27.16201909 49.65625798],117.4538352,0.009321737,1
[-489.80536    186.33662    -21.847673     0.9979023    2.1006548  -10.274425    -6.844171   -12.353457   -10.906024   -10.231807   -9.199421   -10.343073   -10.648042 ],[0.32023415 0.16822769 0.17442752 0.37157136 0.17364123 0.2582321 0.1887191  0.4352078  0.4094896  0.22549407 0.4816838  0.20588438],[24.44407254 21.3197913  27.43030095 26.77338634 28.09386251 27.06244318 45.87801714],117.4538352,0.006533508,1
[-431.26688    185.37439    -33.528427    18.22862     -3.4988937   -4.3647547   -3.758923    -9.592158    -6.543677   -11.520242  -10.671755   -11.137       -9.718079 ],[0.41033718 0.21383603 0.16833465 0.36874887 0.18947855 0.26797295 0.15423271 0.30354527 0.6457973  0.23479673 0.27806854 0.188135  ],[24.74272412 18.63523578 25.23991471 24.95922455 25.02191677 26.8393448 48.75249904],123.046875,0.00882323,1
[-442.07626    179.83653    -39.52632     19.070927    -6.025824   -5.3281603   -6.0550923  -11.823303    -8.148208    -9.905684   -9.294643    -9.937669    -8.926846 ],[0.34256837 0.2640989  0.16512895 0.32568827 0.18309249 0.31814575 0.17531574 0.39303502 0.5103143  0.18758626 0.20868813 0.13938901],[24.40796181 20.97432177 25.79023101 25.56057477 25.63178541 26.90426162 48.875299  ],123.046875,0.009174339,1
[-501.93887    200.65665    -15.829718    -2.6501493    4.635358   -9.753005    -7.4657617  -10.007704    -9.207664    -9.298318   -7.7351737   -9.136071    -9.187145 ],[0.13228095 0.2116822  0.15064278 0.22955672 0.56776476 0.2157251 0.20131165 0.11540458 0.27819988 0.6177246  0.23228355 0.2876209 ],[24.10272881 19.82081087 24.47507002 25.27789864 27.50355961 26.92955301 44.87617985],129.1992188,0.004893289,1
[-538.7056     204.42778    -13.555124    -4.67791      3.0356343  -10.462078    -6.317576   -11.523173    -9.746518    -8.619568   -8.560728    -7.469533   -11.171681 ],[0.2600899  0.52902746 0.25651285 0.31191954 0.16877924 0.33737144 0.4869997  0.24568652 0.42799863 0.18729195 0.33512408 0.26073173],[24.65252388 21.12800852 24.38509416 26.27778909 27.62858492 25.79874978 43.18747965],129.1992188,0.004707951,1
[-535.55426    205.60356     -7.0127482   -6.556197     3.2783554  -11.720276    -7.8020663  -10.8615265  -12.026559   -10.737965  -10.153469    -8.638595    -9.950358 ],[0.18633355 0.37437582 0.20697297 0.26418474 0.13490583 0.24880391 0.500082   0.22122146 0.3950384  0.1531787  0.2783168  0.23111689],[23.18418394 20.65414182 24.96360826 25.93323659 27.60822743 25.88749464 43.47771722],129.1992188,0.00411622,1
[-456.6659     190.95348    -34.25479     16.935215     2.7320304   -2.5016208   -3.0537825  -12.602898    -8.877003   -10.248192  -11.344334   -10.051134    -8.266762 ],[0.37788746 0.22763936 0.17596388 0.31509963 0.23033196 0.47371486 0.19449306 0.2348828  0.31574696 0.24310504 0.43604362 0.23559406],[24.86302287 21.24924903 25.80901312 26.06754327 27.75172997 28.49605349 47.85998401],123.046875,0.006419223,1
[-554.56213    183.8587     -21.047972    -9.488898    -5.108985   -7.880276    -3.3585155   -8.103418    -8.233183    -4.5873065   -3.0002778   -6.9079494   -8.978151 ],[0.2682532  0.18599528 0.20115486 0.32583743 0.17416792 0.27477762 0.21924554 0.46734673 0.27850965 0.19801235 0.23327054 0.1950957 ],[22.11200105 19.00751349 24.46162586 26.6824072  26.79463697 25.44312642 46.40838136],99.38401442,0.004741374,1
[-591.17065    170.78708     -4.210995    -2.5429738   -6.280687  -11.062928    -4.984655   -11.039885   -11.849136    -9.218633   -7.7890406  -10.760369   -11.477698 ],[0.11474731 0.09174144 0.15679559 0.11782389 0.20942035 0.17959921 0.40802798 0.46049395 0.21832761 0.32506776 0.14859913 0.22322455],[21.06295321 23.28236865 27.62151879 27.37809225 27.38547876 25.85606564 43.86795299],161.4990234,0.004659508,1
[-6.0206354e+02  1.7539777e+02 -4.0240598e-01 -3.9879289e+00 -5.3786640e+00 -1.2906193e+01 -8.0408392e+00 -1.0780012e+01 -1.0506935e+01 -7.6313391e+00 -1.0759555e+01 -1.3340373e+01 -8.5555038e+00],[0.3152381  0.12542666 0.16155653 0.10068911 0.14593743 0.11268642 0.2538755  0.61944354 0.20780791 0.31433746 0.1168627  0.26494393],[23.75141969 23.99163105 29.0257279  29.96564602 28.3820049  25.26035071 45.45924814],99.38401442,0.004416113,1
[-5.5736902e+02  1.9012682e+02 -1.2420378e+01  9.4536531e-01  4.7457829e+00 -5.0978465e+00  2.2654229e-01 -1.0729764e+01 -1.5254415e+01 -1.5221865e+01 -1.2778497e+01 -1.0031925e+01 -1.4217312e+01],[0.114153   0.05614527 0.16340522 0.4133766  0.22963476 0.47433355 0.20023802 0.2555563  0.29947788 0.1565059  0.3046259  0.11602093],[22.52678576 22.42586487 26.61125798 28.609303   29.32183123 27.13300118 45.12377798],143.5546875,0.003613369,1
[-547.2005     192.33615    -15.453445     4.5426064    8.466873   -7.242895    -3.7637136  -11.244692   -12.679662   -12.367858  -10.793219    -9.263667   -10.891569 ],[0.23340935 0.49909818 0.20752382 0.23215139 0.110203   0.23891078 0.6945264  0.24887893 0.24746276 0.14752558 0.28338343 0.27153304],[25.76171117 20.97192108 25.06029393 25.72117465 27.49091082 25.84057821 44.20358283],95.703125,0.004430373,1
[-541.7327     184.7023     -27.63106     12.866092     8.096723   -1.3531221   -4.8988814  -15.421946    -9.920016    -9.498048  -12.2810545   -7.9394164   -8.998354 ],[0.73684764 0.3181044  0.20288797 0.1465211  0.33335268 0.46092612 0.24477594 0.32012403 0.18613967 0.25318497 0.25473723 0.25758252],[26.52788165 20.79015798 25.01449549 26.60771563 28.2593484  27.11148793 46.49764658],143.5546875,0.004666048,1
[-535.0989     179.52037    -14.703551     6.5276103   -1.8012286   -7.0408406   -7.954037   -14.105197   -14.173104   -11.491664   -7.34615     -6.6885433   -2.4462824],[0.3271981  0.15393558 0.2487944  0.15634166 0.33643606 0.24105282 0.14243464 0.3014014  0.21300536 0.49450684 0.19160932 0.11943445],[25.07321814 20.38625397 28.05870816 26.58382122 28.13943729 27.09600678 45.97688291],151.9990809,0.005906282,1
[-474.74405    184.51707    -29.915956     1.1638011   -7.5318227   -7.492196    -5.9196286   -4.4430995   -3.3312855   -3.9851642   -5.145071    -6.8071284   -4.367376 ],[0.6367785  0.25400892 0.26298073 0.2264591  0.38022873 0.38056257 0.28495577 0.2683189  0.18832675 0.4014275  0.3160261  0.25446874],[24.65692906 16.85903319 22.26219541 24.66891685 25.67908764 25.94126497 48.69667743],161.4990234,0.008744014,1
[-505.87698    203.7088     -16.323708     1.9890591    1.2136704  -11.676266    -4.1853476  -12.450089   -13.195206   -11.480938   -9.544837   -10.1052     -12.54716  ],[0.1765305  0.3303319  0.14501369 0.15996711 0.10695539 0.2750592 0.6061442  0.24077334 0.33856675 0.17219637 0.3298364  0.3072435 ],[24.79471955 21.20145556 25.64401946 26.64520205 27.80629312 27.05314548 44.39017919],172.265625,0.005555918,1
[-542.6186     193.55974     -6.040627    -2.0957966    3.032847   -6.7019024   -3.6117904   -9.804865   -11.162426   -10.286203   -9.060173    -9.221107    -9.836404 ],[0.1655262  0.38848686 0.16977555 0.14379846 0.11783151 0.29293045 0.7403819  0.30515566 0.285276   0.190591   0.41759402 0.24222873],[25.56696211 19.82587429 24.30103841 25.85548833 26.55761761 24.74251301 43.39191621],172.265625,0.005909916,1
[-484.28876    208.68541    -18.007967    -1.0943621    2.1630013   -9.689227    -2.852822   -10.759995   -10.492068    -9.756943   -8.451791    -7.645331   -10.811333 ],[0.17433794 0.3791821  0.16583838 0.15271492 0.12397576 0.29966345 0.67935973 0.28272545 0.3527521  0.18094096 0.3165928  0.24697928],[24.82100486 19.40137142 23.18069423 25.2314064  26.97417493 26.9245822 43.82793484],172.265625,0.006481102,1
[-4.9303690e+02  1.8552071e+02 -2.2848156e+01 -7.8526241e-01 -3.6214874e+00 -1.1223838e+01 -5.8392119e+00 -2.1786671e+00  4.7027230e-01  2.1357622e+00 -2.7627814e+00 -9.3701525e+00 -8.8876200e+00],[0.21487153 0.28571627 0.19173239 0.17190087 0.24215779 0.23664476 0.5093066  0.2707544  0.4422259  0.411229   0.2557228  0.2735409 ],[23.61129664 16.02701716 21.85274164 24.95791056 25.664697   26.97359851 48.0165819 ],99.38401442,0.006959574,1
[-4.6427853e+02  1.7903006e+02 -4.3638893e+01  9.0566912e+00  8.5335535e-01 -3.0502305e+00  3.0708665e-01 -6.8179789e+00 -2.6741602e+00  4.4133446e-01 -5.3435054e+00 -1.0697590e+01 -9.3885889e+00],[0.20762813 0.34447223 0.23076503 0.19477333 0.30917588 0.30128074 0.5502133  0.2586252  0.427991   0.42292804 0.23207478 0.2791126 ],[26.5473316  15.48689852 19.00972803 23.68252157 25.30338373 26.78981441 47.9154755 ],99.38401442,0.008507144,1
[-470.90225    198.76018    -30.862001     9.550879     1.1288682   -8.649934    -5.157855   -13.044932    -9.793716   -11.525177  -10.464541   -10.844163   -10.789763 ],[0.14264785 0.23264492 0.19851224 0.26755267 0.3304634  0.19522329 0.39442894 0.19279033 0.40809548 0.30720854 0.15241036 0.26846382],[23.93197875 21.60089265 25.39169014 26.44344457 28.12016623 28.61214688 47.39599244],135.9991776,0.005030592,1
[-568.50775     176.42252      -3.976557      5.52716       0.89394695  -10.1654625    -6.6158843   -11.991211    -14.9384985   -16.176268  -12.866482    -10.695144    -10.736867  ],[0.32614964 0.18280262 0.23747969 0.5045823  0.23314375 0.21482368 0.13519178 0.34028384 0.4264287  0.16322426 0.2705817  0.1467908 ],[24.72679757 23.06105725 28.39378099 28.42867397 28.01386191 25.67809456 44.54684788],99.38401442,0.005437008,1
[-5.0762668e+02  1.9637688e+02 -1.8002491e+01  2.1483941e+00  1.2495646e-01 -9.0851173e+00 -4.4437780e+00 -8.6237717e+00 -9.1662054e+00 -8.6418486e+00 -8.3036919e+00 -1.0308323e+01 -9.8219366e+00],[0.31065843 0.20253754 0.22521397 0.5438782  0.1959636  0.1578099 0.12761588 0.3605525  0.5148302  0.1912748  0.2633933  0.14792666],[23.48933389 21.65424765 26.19072133 27.48157615 28.13197745 27.30358803 46.62885257],143.5546875,0.005739333,1
[-5.5806262e+02  1.8340770e+02 -5.6049676e+00  5.0219494e-01  1.8553439e+00 -1.0642599e+01 -9.3354263e+00 -1.2616424e+01 -1.4267349e+01 -1.2263456e+01 -6.3719473e+00 -7.1438642e+00 -7.5653763e+00],[0.40550843 0.16264105 0.18360732 0.4955472  0.17261422 0.18271872 0.11782438 0.22269702 0.3227414  0.26122504 0.5304566  0.2467138 ],[24.82333519 20.66792939 27.63045876 26.15978524 27.36348828 24.85958822 44.25909196],99.38401442,0.00573067,1
[-506.68512     189.03389     -17.1676        2.1409588    -0.60450304  -10.494269     -5.628557    -10.57513     -11.224018    -11.413589  -10.729585    -10.949322     -8.550016  ],[0.31182572 0.169845   0.190307   0.44933596 0.17225395 0.1461838 0.13223632 0.40816274 0.6349678  0.19868967 0.23845164 0.14086992],[24.70128076 22.23105506 27.56074361 27.41359809 27.17891767 26.57822866 46.08282245],151.9990809,0.006462477,1
[-508.3959     188.63013    -17.338455     4.136667    -2.5059016   -9.517423    -5.662598   -10.087549    -8.570412    -8.924407   -9.099024   -11.481237   -10.943212 ],[0.28845763 0.1820043  0.20130183 0.41145554 0.23603313 0.28473076 0.19978736 0.42605415 0.6259691  0.23362818 0.29006934 0.18119843],[24.69860675 19.0625033  25.37915311 26.3345061  26.4273212  26.53289225 45.8815979 ],151.9990809,0.007057162,1
[-5.3794714e+02  1.7233606e+02 -2.8046663e+01 -4.5252138e-01  3.0397007e+00 -3.2434528e+00 -1.7473161e+00 -8.6008797e+00 -1.1242015e+01 -7.7785325e+00 -2.8124716e+00 -6.5892339e-01 -2.2301843e+00],[0.2951103  0.260858   0.61573124 0.26994243 0.35793674 0.2958502 0.22142373 0.36731672 0.18208857 0.2241134  0.15598157 0.2665619 ],[27.8297681  18.83603994 25.07867445 25.42199742 25.61474662 25.28299027 45.99739837],123.046875,0.006515538,1
[-427.54602    185.33029    -36.19863     15.881817    -2.4546597   -6.407793    -4.893352   -10.420078    -7.100769    -9.123367   -7.7482715   -9.554161   -10.120557 ],[0.3290149  0.20569178 0.36343914 0.17754175 0.2865223  0.33727086 0.3248891  0.44153073 0.19971573 0.3131516  0.18686685 0.22462752],[24.60373592 19.84785155 24.23961868 25.03248434 25.88284405 27.71386697 49.62664345],129.1992188,0.008458341,1
[-477.65775    176.79933    -31.885578     6.0408964   -1.2546277   -5.2262893   -3.616303    -8.590944    -8.555239    -6.0763245   -2.9498727   -3.573155    -4.4413023],[0.28899598 0.1923604  0.39535555 0.41761494 0.44023347 0.27887717 0.21812674 0.4620368  0.23301974 0.20553954 0.25111386 0.21575029],[26.04477788 18.13851827 22.7310931  25.29089399 25.25455107 27.14175787 48.09527133],129.1992188,0.007798603,1
[-5.3250311e+02  1.9326413e+02 -1.7957495e+01  2.5231311e-01 -8.6520743e-01 -1.0583653e+01 -6.9186416e+00 -1.3064315e+01 -1.1721571e+01 -1.2155933e+01 -1.1334668e+01 -9.3595009e+00 -5.7596726e+00],[0.3671628  0.2805529  0.16645022 0.16530965 0.4171071  0.32643253 0.19965853 0.20593646 0.30405888 0.48496374 0.24613325 0.25442928],[23.45984656 19.93654517 26.13077138 26.64556256 28.75087148 27.29997291 45.12936762],135.9991776,0.004474897,1
[-521.7801     171.83064    -28.104893     4.669274    -5.4747157  -11.59732    -11.090043   -10.700804    -8.122972    -6.393388    1.192596    -3.5308259   -5.249575 ],[0.11466575 0.32577863 0.68221533 0.2289264  0.22989635 0.3019712 0.18588778 0.18086137 0.2276924  0.57908154 0.28005943 0.10084555],[24.14925139 21.08137676 24.61895063 25.53729893 26.00523998 25.72194048 47.19422091],123.046875,0.007037835,1
[-509.4551     180.14435    -25.739338     2.276982    -5.3368897   -9.930122    -8.270245    -9.585815    -8.413839    -8.855551   -5.2831464   -6.5138693   -3.9620793],[0.32154587 0.26369905 0.42803133 0.17802918 0.23716612 0.29385194 0.24844785 0.28201485 0.29406324 0.7222027  0.2684948  0.14821206],[25.49879593 19.68725244 24.71494264 24.91436566 25.64414501 24.82929765 46.73905578],123.046875,0.007802384,1
[-504.66577    188.33856    -29.914688     4.3402658   -1.4292442   -9.571999    -5.4471774   -9.115797    -5.7510276   -7.4288588   -5.118351    -8.280132   -10.004306 ],[0.25218424 0.28385484 0.49941432 0.25846854 0.27544272 0.3391738 0.35265496 0.56987214 0.36649328 0.528053   0.35310137 0.1745792 ],[26.30699392 20.29877609 23.327512   24.18463756 26.01630874 25.99004262 44.27540156],123.046875,0.006796543,1
[-437.18582    187.61847    -38.85923     16.495445    -6.9001245   -7.0738835   -6.86607    -11.255741    -9.149654   -10.727873   -8.342632    -9.766321    -8.380632 ],[0.37458432 0.18138911 0.3005939  0.15256539 0.3121911  0.49308577 0.2348016  0.43181366 0.2309309  0.5022653  0.259963   0.15948625],[24.32686001 19.61202572 24.39505447 25.00585396 25.6513285  27.47505815 49.60255863],107.6660156,0.008468997,1
[-430.10693    175.57993    -38.369118    21.32263     -7.9129233   -4.1289716   -6.254581   -10.757471    -8.911239   -12.465117   -8.758089    -9.163989    -7.6492825],[0.11173721 0.20623139 0.41921455 0.18120117 0.24534652 0.17337945 0.46163166 0.42485383 0.2238454  0.47705516 0.18373443 0.25488496],[23.81007809 20.84009639 25.04873216 25.64037904 25.4270155  26.99530508 49.47267999],107.6660156,0.009328702,1
[-485.7031     209.07327    -24.609087     4.023894     4.1691155   -7.597519    -3.935411   -13.224198    -9.894539    -9.813156  -11.5494585  -10.33898     -8.648245 ],[0.4503101  0.27103004 0.23225357 0.12764214 0.21559198 0.36918202 0.24299242 0.50908923 0.29710552 0.456351   0.3435888  0.2218326 ],[24.36715842 20.11928385 24.65662341 25.7116388  27.92591133 27.63449621 45.64796052],161.4990234,0.005183867,1
[-504.01666    206.82028    -22.725637    -3.04994     -2.210943  -12.350408    -8.882665   -14.556008   -12.029607    -7.1551723   -5.426864    -9.105261    -9.417005 ],[0.08037494 0.13846359 0.44918177 0.20771587 0.2811394  0.13268897 0.34388405 0.25184876 0.19496688 0.44356146 0.17739488 0.26097044],[23.57820847 21.48931641 26.61119753 26.93747149 28.18775061 27.30442256 46.05734243],151.9990809,0.005194472,1
[-531.1104     183.7847      -8.316027     3.890473    -1.9382296  -10.4080715   -8.417652   -14.719801   -14.071445   -10.8653145   -7.3081985   -8.924454    -9.557648 ],[0.11948726 0.1590123  0.50356853 0.32522178 0.40547615 0.22194247 0.38511145 0.40886766 0.20549579 0.3806182  0.20395087 0.3453535 ],[24.82390628 21.15657581 26.19274533 26.89675283 26.92738286 24.93596307 45.09117342],143.5546875,0.007441808,1
[-474.5189     191.67326    -31.499542     6.2497015   -2.5219557   -6.301963    -4.906888   -11.134146    -8.831048    -7.4376473   -5.9287286   -5.409547    -3.5054586],[0.40764424 0.1896128  0.29030797 0.2032248  0.28640443 0.22404452 0.2594172  0.5106678  0.19290517 0.24829972 0.13599227 0.21544069],[24.62235219 20.36705467 24.97941872 25.55751136 26.53780082 27.50933129 48.41810352],161.4990234,0.00693824,1
[-455.6094      179.91505     -40.785847     13.069457     -0.89716077   -3.4575734    -2.4891555    -8.803832     -7.165505     -6.9694734   -6.3365784    -6.3833647    -3.6280086 ],[0.40002224 0.20717384 0.31872314 0.21275708 0.34234607 0.36164582 0.2665285  0.46441853 0.21957663 0.28787968 0.16538502 0.2804691 ],[25.03463119 17.94245413 21.81135082 24.31909614 25.26763131 27.52410198 49.05278425],161.4990234,0.008211843,1
[-660.9737     126.364975     3.0318422   -5.703784   -13.269123  -18.726192   -15.713177   -14.902656   -11.067904    -0.7960674    7.216724     1.4640447   -5.554637 ],[0.20236033 0.14294048 0.3272288  0.47858146 0.17974395 0.24805681 0.2844871  0.56468725 0.20777161 0.20999736 0.2387135  0.21258937],[22.54015196 20.61798971 26.37121773 26.83232765 24.77638362 21.737246 43.66708274],129.1992188,0.005226658,1
[-573.0832     173.50946    -11.099187    -2.7892423   -4.337531  -13.932367    -9.948895    -8.85037     -6.841532    -1.6415024    0.7070185   -6.4133253  -10.613878 ],[0.198615   0.09445781 0.13424088 0.28165337 0.18632308 0.401157 0.2524861  0.51121235 0.22446829 0.12332546 0.22970854 0.13125089],[22.17104272 18.90732938 25.90902169 26.47762545 27.03341545 25.7976121 46.75673122],129.1992188,0.004845738,1
[-509.7587     196.62427    -17.55745     -2.408389     1.4435174  -10.53431     -7.6792755  -11.379865    -9.872937    -6.2412605   -5.340868    -7.688121    -9.193001 ],[0.31398508 0.11321972 0.14031693 0.23301683 0.1724231  0.3999494 0.25793153 0.52361    0.2005188  0.22079363 0.31764328 0.22974972],[24.31377801 20.04734518 25.55687934 26.45688898 26.71756998 26.40795446 47.41082992],129.1992188,0.005333322,1
[-513.0526     197.96509    -22.09347      3.243808     1.8930969  -10.328853    -9.19398    -14.707538   -11.580366    -6.5732007   -4.374036    -8.117245   -10.937912 ],[0.24923179 0.09653325 0.17681338 0.28328168 0.16938941 0.35342363 0.25187582 0.50041837 0.21750751 0.24715614 0.33029345 0.2317658 ],[24.96605087 21.80079591 26.95115228 27.47498721 27.85161448 26.45599629 46.997437  ],129.1992188,0.005395201,1
[-456.50937    180.1099     -37.02532     15.565612    -7.0387964   -6.9486156   -8.283331    -9.796986    -8.940285    -9.041165   -6.7154727   -9.647088    -8.757711 ],[0.3555459  0.20045486 0.23166813 0.12199667 0.24440163 0.42729762 0.22083163 0.43967336 0.21275897 0.37502766 0.18285096 0.14075512],[25.46740016 21.13314258 25.70290657 25.45791927 25.69628765 26.9474911 50.04143856],161.4990234,0.008196347,1
[-478.6634     167.5966     -39.03388     14.536178    -5.7859106   -4.9882984   -5.9368496   -9.088013    -8.508848    -8.044209   -4.842       -8.0231      -8.440856 ],[0.2859949  0.23110645 0.36829022 0.20544828 0.26872215 0.40258586 0.2630549  0.35001367 0.20202543 0.37560135 0.28572422 0.154908  ],[25.75534144 18.57738655 22.73487514 26.09525629 25.55017194 26.92648794 48.53865001],161.4990234,0.008306257,1
[-447.1824     166.6024     -32.678368    12.082271    -5.2420754   -5.977407    -3.6104524   -9.139652    -6.46632     -6.105426   -6.12267     -7.5217066   -6.2048855],[0.28294113 0.20064619 0.38274246 0.23422147 0.293787   0.18002836 0.35729086 0.61045474 0.2352373  0.28807685 0.20041843 0.3697132 ],[25.26843204 17.7387335  21.40346694 23.77322003 24.236396   26.66348208 48.55929482],161.4990234,0.009296509,1
[-550.13336    190.2087     -14.469803    -3.0304828    1.1861032   -9.376926    -3.3259335  -10.320589   -10.744256    -7.8712044   -8.029015    -8.716914    -9.241269 ],[0.20960607 0.15236849 0.25505763 0.18738072 0.37461394 0.17304246 0.32782778 0.4243493  0.19387347 0.31083333 0.1800341  0.39211106],[24.48445432 20.03752274 25.47884114 27.15485905 27.47020172 26.64436879 44.08218878],129.1992188,0.004560437,1
[-614.3855      160.89941       2.4078362    -0.77963984   -4.469177  -14.164351    -11.240634    -12.7184      -13.200301     -9.0780115   -5.7206683    -9.965485    -12.919028  ],[0.09835546 0.09251168 0.16635525 0.4298607  0.24239536 0.50536555 0.19704448 0.31624773 0.18956271 0.15714401 0.39629495 0.15951648],[20.45307983 22.76126562 28.00243274 27.88131784 27.79348595 24.29380405 44.54708785],143.5546875,0.004589568,1
[-521.84314    187.16963    -13.667371     7.5554085    3.4056756   -8.565681    -5.4858294  -13.425902   -13.605615   -10.796378   -9.673021   -11.073673   -10.962074 ],[0.12295324 0.19558927 0.20910858 0.5480355  0.15839456 0.13342619 0.33465144 0.30918306 0.27655864 0.14866367 0.3319986  0.20937163],[23.95744873 22.30916003 27.09389894 27.34674858 28.4287829  26.59981492 46.10148533],143.5546875,0.005638124,1
[-477.71225    197.9276     -25.735746     6.692076     3.194994   -9.688489    -5.4609413  -15.638736   -14.44873    -11.798947   -9.687284    -8.671016    -9.1187525],[0.28624904 0.14463747 0.20943476 0.5068533  0.20304215 0.2574777 0.19362643 0.52874166 0.32218724 0.19032061 0.39435554 0.1935707 ],[23.16165762 21.13047636 26.05846808 26.45995494 27.88502476 27.69693919 46.77799288],143.5546875,0.005653241,1
[-482.67645    192.82979    -31.655188    11.056333     1.8861822   -8.409965    -6.8543367  -14.346166   -11.256509   -10.287144   -7.6221495   -8.596058    -8.725702 ],[0.2039081  0.14070615 0.2317622  0.5620665  0.20896968 0.24554153 0.19888398 0.5070925  0.32865298 0.22457731 0.3980728  0.17105873],[24.54619578 21.42303883 26.48114738 26.78457887 27.66879031 27.33581382 47.50298088],151.9990809,0.006289762,1
[-514.68445    202.04591    -21.17447      1.6334373    3.708478   -7.9303126   -4.3466334  -12.883827    -9.781472   -11.150532  -11.029754    -9.950806   -11.709244 ],[0.15296066 0.14488278 0.3843124  0.18981525 0.21528503 0.14272279 0.35799003 0.6981981  0.28833658 0.35394606 0.18429422 0.24685895],[23.82435728 21.70709112 25.31038522 25.56294888 26.96122289 26.53079772 44.54221929],161.4990234,0.0054574,1
[-482.08374    203.7053     -17.112103    -3.285157     1.6613536  -10.906951    -4.0927863   -9.89163    -10.260582    -9.198066   -9.405346    -9.483444    -8.808744 ],[0.15024471 0.13694319 0.3031001  0.1826056  0.323831   0.16485867 0.35796624 0.4669393  0.2077682  0.35727975 0.15836945 0.2748912 ],[24.39957932 21.28750146 25.5071275  25.74832467 27.06074049 27.35116845 44.94649966],161.4990234,0.007037272,1
[-5.1044604e+02  1.8917827e+02 -2.1113838e+01 -3.9981484e-01 -3.7044978e+00 -1.1354439e+01 -6.4161696e+00 -1.1355955e+01 -8.9420099e+00 -9.5273438e+00 -7.0505142e+00 -6.8598323e+00 -6.6461654e+00],[0.13338451 0.14153048 0.4284995  0.14183822 0.13400282 0.08685434 0.26196757 0.52116346 0.2043532  0.37207013 0.1377993  0.27770466],[21.82753397 21.51881757 25.56664887 26.3651621  26.51500507 26.73695976 46.35561321],161.4990234,0.006311739,1
[-491.01343     190.86557     -31.177517      5.3457594    -0.77379245   -9.727847     -5.616642    -10.470315     -8.599009     -8.02612   -7.853261     -7.991342     -5.8111925 ],[0.20682892 0.20685075 0.2371299  0.24485204 0.50953156 0.16448444 0.14210592 0.3203054  0.3173812  0.2636176  0.23024042 0.4562251 ],[24.38728401 19.44284503 24.64807884 25.51116454 26.98122764 27.40195182 48.10000001],117.4538352,0.005970658,1
[-468.9459     201.10684    -37.983273     7.416089    -1.5835235   -6.5154734   -4.000867    -9.930887    -8.054713    -7.302181   -3.8980596   -5.777954    -8.032615 ],[0.2301372  0.52871895 0.15651217 0.15197828 0.30570114 0.40587676 0.37239483 0.19721179 0.37236005 0.16689363 0.18924476 0.18426886],[24.43813856 17.53923897 21.95708783 23.91255057 26.10315328 27.37194912 47.57789951],117.4538352,0.006174715,1
[-577.77356    187.81297    -13.096038    -8.471335     4.205157   -4.8664565   -1.1343915   -8.268024   -11.39495     -9.756487   -6.4053044   -5.5775795   -8.992914 ],[0.12645164 0.2292877  0.4183641  0.20632403 0.36971578 0.18804127 0.36789584 0.33666337 0.19504201 0.3169692  0.16911082 0.22189155],[26.70429299 19.78839612 23.73627229 26.61644284 26.68320115 25.18008447 44.06719342],172.265625,0.003788917,1
[-620.6627     169.31924     -4.742484   -10.078317    -9.648327  -14.307616    -5.6560884   -9.360681   -12.798541    -7.724077   -2.4278486   -3.7199018   -4.4285917],[0.10043097 0.22379625 0.4776451  0.1971251  0.34753403 0.16875716 0.3541629  0.33403477 0.157067   0.264192   0.12054015 0.16497074],[23.95434968 19.83222929 23.86705009 27.47369597 26.53360073 25.15443125 44.44304858],135.9991776,0.003798437,1
[-577.79535    159.68446     -6.045013     1.1123459   -1.5984662  -12.470295    -9.914264   -12.5101385  -13.18996    -10.933307   -9.930225    -6.630062    -4.4366117],[0.2681497  0.33664975 0.14577673 0.2604213  0.13856907 0.278445 0.21888486 0.09563012 0.16764493 0.3854505  0.40749878 0.14243165],[21.51769706 22.9024664  28.1505697  28.19231473 28.31014083 25.40133426 45.60049953],123.046875,0.005090928,1
[-455.76047    190.18843    -39.968784    13.018361    -3.2435553   -7.27049     -3.976075    -9.150219    -9.701212   -16.12855  -12.694424    -6.8050776   -3.8005145],[0.30381766 0.3894666  0.1264845  0.12871045 0.16808444 0.42078388 0.26563635 0.0869012  0.12219255 0.30902404 0.41643637 0.1470739 ],[24.67230514 20.26444647 25.84068257 26.74023888 27.60052215 27.89021812 48.92850149],129.1992188,0.006597889,1
