mfcc_mean,chroma_mean,spectral_contrast_mean,tempo,loudness_variation,Emotion_Description
[-312.5738 159.48256 23.664736 29.301434 -5.7381268 -6.922854 -2.3419619 -3.7789023 -3.1340601 -3.7923956 -10.41738 -7.755577 -11.400718 -8.679375 -7.7365227 -16.14924 -9.173662 -4.138702 -9.014313 1.9133629],[0.074995086 0.20225543 0.40650803 0.28022203 0.2539101 0.22054943 0.36620593 0.28515399 0.18741806 0.42075372 0.3178498 0.10573365],[20.221953361679954 19.1698198028782 21.325739909264524 23.814672871480322 22.225036800123792 25.890777473121194 48.11867138663779],135.9991776,0.07284848,2
[-135.10802 117.750946 -0.96605146 14.829469 -3.9689586 -2.088682 -11.899475 2.218218 -5.6061726 2.518493 -2.7744036 5.0097013 0.81634617 0.32006267 -4.254195 0.9337217 -3.7056665 -0.969408 -2.833073 0.39461982],[0.21615177 0.53768444 0.23265131 0.24979948 0.18931608 0.1918904 0.429692 0.18092895 0.22707666 0.14360844 0.29313135 0.27546075],[15.478184667530792 15.809079971508286 19.885918568159532 20.583681030543012 19.7797869981506 17.855176915474047 47.46271118572587],112.3471467,0.094373174,4
[-269.94968 156.12613 10.900611 -25.034628 -18.52044 3.373402 -9.242507 -19.201525 -14.868348 -3.5892613 -12.773475 -5.560936 -3.2823627 -2.990228 -9.08265 -6.30209 -7.7762375 1.8002493 -4.854198 -9.521617],[0.3346629 0.27279764 0.38283655 0.59785914 0.37735552 0.16889666 0.25933963 0.2962443 0.7408172 0.29684106 0.23333198 0.55826205],[20.699872127305508 12.68289598044738 17.21577431301655 17.60197542630101 21.112491233732154 14.66488331536286 44.08571025159578],161.4990234,0.055077907,2
[-349.2857 113.66569 18.368727 20.848318 10.267559 7.010746 -0.1986749 0.9148913 -8.820004 -7.541915 2.3800683 -8.006779 -7.0138674 -2.8367221 -5.471786 -3.21156 -11.744417 -4.5793133 -2.3332543 -2.8925073],[0.44430807 0.31716782 0.31457308 0.2082825 0.2554747 0.2557901 0.1844654 0.19923131 0.16009821 0.17760453 0.17961799 0.33494353],[22.026873295932464 19.57061681575778 21.85556456646539 19.343363807349423 19.185735858169714 18.784927710045316 46.75716386933796],117.4538352,0.059268642,2
[-271.05307 101.64326 20.874498 31.50824 9.858908 18.105396 -5.5436444 3.8832462 -8.234061 -0.19308361 -5.421557 -7.6463976 -5.5970173 -9.015662 -11.271716 -2.991336 -12.866791 2.118886 -9.888268 -8.391661],[0.25092974 0.21295671 0.21419019 0.20225449 0.26033673 0.34573638 0.3605263 0.5614474 0.37638465 0.22437932 0.15056378 0.1573984],[24.1791265779852 20.536975993558652 21.51917723734019 19.152829251359517 21.228112354813714 19.933081758133785 49.04529941449257],80.74951172,0.07957931,2
[-183.79428 149.2924 -27.182116 11.900791 0.32389432 2.2401855 -1.4558167 7.0017586 -8.908566 7.2869387 -1.4683443 2.950142 -3.80614 -5.3119245 -10.329457 -6.5377817 -8.553326 3.2510052 -2.435308 -2.9677198],[0.2295822 0.25893313 0.27881822 0.25341013 0.42454964 0.34952968 0.5824812 0.45305696 0.3189712 0.27155736 0.22096772 0.38401672],[19.591791304942543 15.967487564668565 18.93877025878225 19.58009038636098 20.177258249870203 22.948865692469973 50.972648810248124],99.38401442,0.08711535,4
[-186.77335 137.99438 10.777303 25.322493 9.884271 13.016683 0.42748216 5.032574 -6.191747 1.822799 -3.5026522 2.820862 -2.0902584 0.87317723 -2.7436404 1.6180459 -3.1348376 1.6615144 -2.553796 -2.2315044],[0.48584214 0.37909612 0.35410467 0.3331886 0.42665744 0.46622744 0.38709292 0.5309063 0.47952828 0.5968683 0.407221 0.3647522],[17.943970038720174 14.238468346689915 17.88490087375874 16.308977309562284 16.80426993053569 16.980107305521386 47.63341820160574],117.4538352,0.10065722,1
[-156.44414 147.34592 -1.1940864 13.186493 11.503958 -11.19931 -1.469555 1.7430933 -6.451054 4.3234196 -4.792721 3.0474 -0.5249943 4.384734 5.098911 4.46603 -4.3541546 -0.43878976 -0.5481539 -3.8029792],[0.38803172 0.22259748 0.35557574 0.42606974 0.21307458 0.23914544 0.2183164 0.40177375 0.39109954 0.32104653 0.54104143 0.31377438],[19.168746650704787 14.869313490782924 19.510211150798316 21.19105837305251 21.14536068974591 21.468740105191664 47.05283113944564],123.046875,0.10489137,4
[-221.39455 123.4659 1.4210489 22.058264 5.790906 -0.8944738 -0.9760606 -9.60399 -11.245837 7.687184 -7.29096 -5.42348 -15.170506 -6.389773 3.9240105 3.3287108 -1.2861532 2.4124491 0.17495346 -2.8672175],[0.40192276 0.28194964 0.2670291 0.2141626 0.36409143 0.29945806 0.2660094 0.37946057 0.21351703 0.37883443 0.1880863 0.30300945],[18.819277106959646 15.999355832731547 21.60271458597269 21.088798347872263 21.04045707792053 22.757854658048593 48.09248272107092],123.046875,0.07632814,4
[-143.34682 130.55084 -17.984867 33.4742 10.291345 0.1477137 -6.492436 10.238038 -16.381945 3.2515886 -6.238773 -1.9847071 -1.7978648 -0.88213646 -3.8584106 2.4685264 -6.5934515 -9.85542 -6.139132 -4.4734354],[0.37748623 0.5393028 0.34152997 0.266277 0.20886184 0.362789 0.45890355 0.30151907 0.21863563 0.2363847 0.467049 0.40435106],[22.313689010554143 17.058028128503736 19.960819327968842 18.955413790210564 19.447949857768666 21.04584166682828 51.22814392391224],123.046875,0.10557161,4
[-158.91231 125.2797 12.81176 36.48577 5.9772663 8.754681 -2.278677 8.771743 -10.846754 0.20372364 -5.726425 -8.775858 -11.924386 -6.7965837 -8.521033 -3.4055858 -8.037413 -3.9195297 -6.418663 -2.8103561],[0.27147487 0.5144543 0.63791406 0.3997399 0.40498257 0.25905246 0.18375073 0.29144123 0.36226976 0.47532627 0.23686515 0.1882156],[22.14856214918344 16.643792246599467 20.16783862596825 20.615167948376723 19.923741063831184 19.313764243364925 50.70476495848766],95.703125,0.12850982,2
[-156.96269 146.63629 -46.32837 38.693844 21.291094 1.6894083 -0.03532194 -2.390415 -12.303561 -3.91732 -13.094056 -8.823697 -3.587706 -9.4653 -6.6791096 3.4003177 -7.2172112 -8.854712 -5.952607 -8.345096],[0.42616013 0.3106541 0.3315319 0.33919245 0.48489642 0.2572207 0.26922223 0.35218218 0.3473146 0.42752478 0.32873806 0.51419026],[24.124465993859932 16.184150974895427 20.427612184444808 19.36262391372843 21.040020395137955 24.684302010204032 48.49684145479019],143.5546875,0.10894904,2
[-218.1806 123.83363 6.3453164 21.86327 19.072243 14.133889 -0.58967245 9.084013 6.082101 -0.45154288 2.3077335 13.459317 7.317598 2.3000817 -4.7115984 -2.2127588 -2.49057 7.1720424 1.7790239 4.137087],[0.46364942 0.46820936 0.2613938 0.19217148 0.29975656 0.3274676 0.7190739 0.54800576 0.2825595 0.25799856 0.37742934 0.34864762],[17.904866365799823 15.852924090149694 18.407369380027124 20.477311521619665 22.625229696394605 17.2652008978384 47.000301640397154],172.265625,0.09676046,4
[-150.22894 56.072998 25.562237 35.17452 11.83495 19.76573 4.9011326 16.603075 6.4605756 2.963752 0.40284297 6.0192165 -2.0404842 3.2973678 -5.2299194 -2.0044003 -1.2498285 -0.03350024 -0.7141246 2.4377584],[0.32697067 0.30171075 0.4314563 0.5234322 0.6905121 0.8593962 0.41744548 0.21410152 0.13486853 0.16330238 0.19669119 0.20948714],[19.984978769642915 15.51949748864204 19.15352447408315 19.456137023124445 20.435144852395663 18.628993382570517 48.1017844125949],99.38401442,0.10899543,4
[-265.4644 138.53671 25.673346 31.433529 7.7520456 16.417643 -6.36201 -1.3040017 0.19250627 -7.47185 -5.3126774 -9.734429 -5.974275 -1.4370546 -3.6427007 7.0172033 -5.6878557 5.5812955 6.889392 -1.3164147],[0.24946263 0.11830259 0.15037113 0.2271378 0.19959353 0.5218587 0.24352227 0.3179175 0.21075077 0.20163539 0.4376376 0.23807374],[18.650134901128073 17.73888981317826 22.2390734922792 22.953615230829456 23.307217693729548 20.470291928100533 44.86877713814941],107.6660156,0.07760324,4
[-345.55954 167.18289 57.72312 42.59391 12.518558 10.066509 -4.064478 -10.263927 -6.182863 -10.321357 -9.370147 -8.329036 -4.4615054 -1.6944537 -8.5590725 -6.215792 -5.0619044 -7.1046906 -6.031095 -4.318892],[0.13235159 0.2397303 0.16032654 0.19509909 0.09517622 0.22148971 0.3554741 0.22581245 0.25012007 0.21221358 0.47555533 0.3058282],[20.94157416926164 19.80871529797111 24.21285956829163 21.96159106609995 20.965786295225495 18.135187270756273 44.348580938167295],123.046875,0.088189386,2
[-264.23953 145.20703 -36.466125 -7.141693 -16.644663 -11.989599 -28.940178 -13.596914 -17.814053 -24.458324 -18.598845 -12.779802 -3.2706888 8.472118 -7.3170915 0.3462922 6.830442 3.6673226 9.962062 11.514332],[0.18746966 0.26003465 0.2270095 0.1681953 0.12676133 0.17524147 0.585867 0.5637321 0.107540704 0.20228559 0.53092444 0.24524039],[14.35700875232496 22.58754691191309 19.436671559499885 20.67113130232884 23.189594143909886 20.72785585609284 49.21095271940196],151.9990809,0.061834246,3
[-220.87549 132.45197 3.812438 33.063984 11.775727 8.169755 17.319332 10.440451 -3.714326 2.2572982 3.4039183 -2.1528492 -7.9401026 2.834736 0.36792892 2.3677006 2.3665109 -1.3898764 -5.9342003 2.7477496],[0.5823709 0.52074957 0.42610648 0.33112803 0.24698144 0.22330387 0.30357808 0.46258226 0.35889068 0.39599282 0.5846901 0.6868841],[18.09398471936405 15.511549877292394 17.251371835221775 16.11924536101089 15.784735696075625 16.97108699124055 45.327832578553625],143.5546875,0.09820198,1
[-234.332 176.95676 -41.314224 27.465424 -5.231765 -9.560563 -10.622683 -19.91125 -15.791877 -13.323508 -4.2581635 -4.355949 -9.410732 -11.306484 -8.311217 -7.8531837 -8.358202 -6.341789 -7.824203 -7.586281],[0.2962676 0.19455586 0.45721593 0.20909892 0.40976623 0.2599949 0.1963902 0.3676996 0.16133153 0.20562564 0.13375798 0.3799814],[27.47921726990658 17.935519916357222 24.71584743290874 24.026853605916656 24.56155321269411 27.82566310118909 52.75475338910053],95.703125,0.08744939,3
[-241.89299 116.25976 8.649682 24.371008 8.326796 2.7553203 8.954769 -0.25443274 -7.8111157 -7.278022 -12.163022 -3.7294116 -15.951454 -7.657332 -7.9892087 -13.082245 -10.589159 -4.485228 -13.319209 -3.6817534],[0.18144515 0.47030777 0.341401 0.27666447 0.47219118 0.29547778 0.26025602 0.25781474 0.32019913 0.42101315 0.25201392 0.20313159],[20.788197422298747 18.908359208263814 20.46929635185362 21.29245839863534 22.003095795158842 23.52261367577665 48.06126157261127],135.9991776,0.07195223,2
[-241.34932 117.11855 -13.603617 46.74756 10.3473835 -0.99829507 -5.8401494 -8.2428875 -5.681326 2.2838335 -0.30281413 7.4150047 -1.161073 5.264994 9.838591 14.752612 8.687563 2.3445292 -1.5855509 -3.0918105],[0.16226193 0.100200586 0.20527925 0.23212613 0.080727465 0.14676206 0.13314489 0.45228365 0.39101097 0.25370777 0.40097976 0.18562692],[17.204760736477027 15.178842515574951 24.98638112232781 23.864467969909285 24.766442938324186 23.263548016386128 46.208475678995],143.5546875,0.06860313,4
[-220.858 116.39343 14.586786 19.267801 2.8891194 -3.9786725 7.8831215 -10.511718 -7.7766223 -4.732092 -16.162262 -7.615946 -14.715785 -8.495076 -8.058227 -10.999011 -12.3602495 -5.480333 -11.144057 -0.31439945],[0.15595655 0.39462382 0.3868253 0.2451158 0.5266763 0.27044857 0.24694023 0.39288962 0.28789222 0.32637787 0.1685431 0.15515396],[20.812256685909915 18.17356814869397 21.38531629880906 22.070020339838138 22.527321012206336 26.03627292327648 49.550876114324495],89.10290948,0.08016504,2
[-109.517395 87.0449 -24.441677 47.760063 21.686642 17.603739 -3.636424 7.8381376 11.604123 6.489037 -2.3484025 3.6004112 -4.601673 4.4156094 -4.25204 0.4017011 -7.9162397 4.692533 -5.0246506 -0.63325924],[0.43135974 0.320637 0.3760275 0.43905178 0.63993603 0.68827075 0.44078493 0.40605518 0.5000529 0.45142928 0.4093611 0.43979788],[18.8106084640341 14.932679243158711 15.818215023214805 14.681660328684202 17.35138436622425 16.916672928216883 52.80222596017193],86.1328125,0.10557009,1
[-139.52481 112.4489 25.632113 30.60353 -0.9819857 9.31566 1.1515504 -0.17174493 0.8923526 4.7555776 -5.0201507 4.584631 -8.426648 -0.25178838 -10.91347 -2.0234134 -6.6094 -0.699656 0.24542265 2.22046],[0.5949752 0.37632748 0.28668258 0.31480604 0.72018063 0.3458425 0.2115658 0.32969338 0.19557835 0.2079824 0.22278528 0.42807108],[19.576423390321835 16.274483787723952 19.55574189501596 20.32814652569917 20.742161457132795 22.750936538778987 49.14272220801565],172.265625,0.11114881,4
[-165.32399 98.991776 20.086372 38.772236 15.384167 20.848663 3.7667341 10.381285 6.1230507 4.7302523 -0.8342085 1.6845388 -3.777046 2.570873 -5.2523313 0.8646372 -5.008859 5.108275 -1.7930998 1.4583399],[0.41607258 0.38577554 0.46317953 0.48607662 0.40501612 0.38199958 0.41800833 0.51314527 0.44190717 0.34127626 0.3333617 0.4045296],[19.03228022074265 15.023639860083769 17.499127664237598 16.510480435868896 17.02792278646818 17.106488321810474 49.24724992357124],89.10290948,0.12192618,1
[-109.95477 91.86971 -5.9043946 21.42881 16.861654 6.4673896 -2.5346096 7.6041603 -3.0426362 9.644458 -3.1886091 2.9402518 -2.5358982 0.31934753 -1.3914943 1.933568 1.0307612 4.91521 -0.8221776 2.1800282],[0.40760216 0.266562 0.33634442 0.25165492 0.37426636 0.5178216 0.3624812 0.47177297 0.41213158 0.5729363 0.3959113 0.31654534],[15.122321177587981 14.48995019122027 18.235104325641743 18.356439582480995 19.901510338007487 19.41754590276752 47.73301909988905],99.38401442,0.10233884,4
[-118.559906 64.81113 -0.15890232 10.293044 -4.0739994 20.114996 13.737193 13.741773 -2.1910036 15.366054 12.504831 13.701124 4.9671764 4.4922047 1.5202551 0.62230587 3.4300654 9.682211 0.82698417 6.1202493],[0.26841405 0.27857673 0.42216337 0.3609645 0.44840926 0.38099414 0.41124526 0.4667384 0.3970361 0.37663585 0.31262305 0.34383827],[19.33753962430182 12.137106168360232 17.908399487077638 20.028885060798824 19.004082749021464 16.65121464117738 46.59885293013],89.10290948,0.112494245,1
[-354.63022 122.09899 -9.171027 2.4937847 -11.225553 -15.985721 -9.47363 -18.688635 -16.84592 -10.957523 -20.38293 -18.820436 -6.8845644 -7.735207 -2.1068616 -4.889614 -5.441602 -0.95331776 -3.703418 1.510342],[0.4022467 0.21178629 0.29667398 0.1893438 0.17048235 0.39506775 0.14223087 0.17505816 0.24395718 0.19325848 0.32288712 0.2180394],[15.754488448519655 21.05608728324446 22.190792387374135 21.63808538215726 21.69604364981215 22.07213326783679 45.038587907902304],129.1992188,0.060452867,3
[-418.34497 155.02214 24.80908 -13.45487 -16.52836 -14.167908 -13.720356 -7.8097987 -6.0340586 -4.920636 3.072029 6.578915 4.931824 3.3360999 1.7644684 1.95864 5.4103193 3.8483632 -2.852562 -4.3437243],[0.1633892 0.0859484 0.2337952 0.20471099 0.069004074 0.1281166 0.18317384 0.2607123 0.07543105 0.20040825 0.35549644 0.09773243],[15.608650245950813 16.457565207946082 25.40371420393388 27.05007965430183 24.83046984569331 18.01796058330096 45.11375626484601],135.9991776,0.044764083,3
[-361.9375 153.01302 -54.033142 40.92969 3.9875116 -8.132119 -5.828358 -11.173776 -11.309434 -8.271171 -8.893789 -9.271275 -4.52921 -6.9452667 -9.300876 -3.8855252 -0.4980535 -10.8472805 -8.99844 -4.680561],[0.13999413 0.20161489 0.42814237 0.27721062 0.14559746 0.14583832 0.20563665 0.26720947 0.20879829 0.48671606 0.3474351 0.12642987],[23.190133284283394 20.81079135831203 25.210006358415534 23.325642391694384 24.10650893368618 29.0279264589063 53.034247916935584],129.1992188,0.03250843,3
[-305.67517 231.74614 -10.243093 -18.544239 5.1673145 -6.277349 -7.4048896 3.8303075 -3.3148787 -12.110403 -9.789216 -7.6343718 -4.00796 -12.303616 -14.042789 -5.1687827 -7.3244486 -8.148757 -2.3412204 1.4835131],[0.06961151 0.18455023 0.40618885 0.25331733 0.28544447 0.1750388 0.41622737 0.23894471 0.18705796 0.5041386 0.2853755 0.08228075],[24.077581332493367 18.964653027868284 21.644950794460033 23.5496407888914 26.194954431312897 27.260279900086527 46.23726480982387],89.10290948,0.070492245,3
[-240.8195 135.18407 9.816958 24.95081 9.883014 4.5081124 3.4944792 2.060734 -7.9712563 8.946462 -5.566235 2.1621392 -7.74367 -3.542316 -5.4982605 -2.4814847 -4.5133877 1.2676029 -5.268754 -3.3216252],[0.332588 0.25075543 0.26141226 0.24468477 0.37680152 0.28695232 0.27845216 0.20599967 0.19637385 0.2903501 0.33853388 0.49337786],[18.753439349651583 17.73309596931916 20.908598330896318 22.40622392542145 23.61946571213237 25.514818852081753 52.5642399846372],78.30255682,0.092646755,2
[-207.92708 148.11185 21.858986 34.665325 3.9728572 18.344282 -9.014425 -7.1685915 -5.161712 -7.242369 -2.8409154 -0.070225105 -14.8128395 -4.469906 -11.091126 -2.494795 -11.077958 -3.5962064 0.6813141 -6.5627317],[0.24295641 0.39107803 0.46005225 0.39244866 0.54346097 0.30113494 0.20502748 0.1859632 0.14387867 0.156959 0.14014603 0.2624446],[22.718410659110873 17.45157275215695 20.47415328949755 20.509122667544815 23.131318397974937 23.966488841237226 49.58407467862391],112.3471467,0.11984783,2
[-311.29065 205.26538 8.363817 1.4480283 9.063963 -3.9682813 -1.9690222 -1.9995829 -6.6127625 -5.0467935 -7.4109464 -9.480471 -7.65968 -6.3057947 -8.632007 -9.036084 -6.682608 -3.5583363 -2.5659642 0.37431878],[0.60583323 0.31159562 0.20289445 0.14319369 0.31112656 0.22833103 0.16240244 0.2338914 0.15518188 0.19930144 0.17872 0.33481038],[20.211964348614675 18.711480389376433 20.631922714295165 21.17943691590816 22.349420605227625 19.770180388714603 44.460274399511015],78.30255682,0.089970365,3
[-258.2528 135.76419 26.219288 26.079388 19.84875 3.646073 1.1819522 2.6814396 -5.16569 3.6578155 -9.767535 -4.716347 -9.496841 -3.2672043 -10.843662 -3.8530712 -6.210497 -2.3906434 -6.3432503 -0.6649274],[0.27201146 0.4136292 0.25362027 0.172874 0.25018632 0.21255149 0.3001977 0.20052391 0.3036556 0.36798224 0.275348 0.31194973],[20.070706215251004 19.301255108504563 21.999328413022845 23.136079914615756 23.402434870543264 22.894218464744014 51.51181727976297],123.046875,0.09390016,2
[-105.232925 114.391014 -6.7151685 16.566948 -3.1051826 4.574131 3.4154844 10.195186 6.1353 10.990304 4.7325087 1.7589327 -4.998595 3.9288123 -3.031454 2.3254554 -3.1632159 1.1173958 -2.0703657 0.42787108],[0.33524036 0.2908232 0.2627461 0.32627302 0.6129602 0.38112813 0.3273434 0.598031 0.3996741 0.50088876 0.3716484 0.32216346],[17.6971324827577 15.411948604870798 18.214384959217234 18.911031436758847 17.655238548651777 17.804536388259123 47.52591179987874],107.6660156,0.10789489,1
[-223.75533 133.40346 -4.112997 47.152985 5.2713623 6.837054 6.831133 -9.811173 6.9166555 -2.677196 -12.162283 -10.42152 -9.138864 -3.609752 -14.7979555 -6.679636 -6.917269 -6.2525234 -12.860263 -7.942646],[0.22499591 0.39145765 0.4429677 0.24184328 0.25696176 0.24331121 0.36592966 0.30266887 0.26887473 0.26279467 0.20435442 0.30486402],[22.342677822449613 19.75472948607818 22.19330537833518 21.556762195352498 22.128641747944023 23.756247980461517 46.59586110008454],135.9991776,0.09615231,2
[-237.74261 111.50869 30.699013 22.202047 9.910191 1.9574033 -2.9602125 -2.8746285 -6.509175 1.0197794 -6.899424 1.2265804 -7.5649967 -3.3187726 -2.0798965 -3.5483117 -7.338815 2.0636218 -8.2128 -4.020273],[0.30541778 0.25293973 0.4590616 0.45676583 0.23611699 0.23425594 0.20293795 0.2743895 0.27884784 0.2747317 0.40531707 0.2548017],[19.997513841589384 17.802852168215367 20.84725022339721 19.387072968646187 19.27918272147988 18.036668964997403 46.93297506162915],103.359375,0.076172926,2
[-332.78372 175.77821 -1.6662078 34.490196 47.91832 -11.429256 -24.812786 -11.680004 -9.95955 -6.52226 -10.905183 -14.277163 -21.105824 -24.202335 -5.517048 1.8681706 -14.328465 -14.200225 -12.616917 -12.648361],[0.28669652 0.19041431 0.14759307 0.09258463 0.18430938 0.58317846 0.2945549 0.17332979 0.13133039 0.3632538 0.50289303 0.23771171],[25.507519515855474 22.532148686492764 27.510296672249606 28.270805785465043 32.59310661149584 33.69833404087523 44.03920296744473],80.74951172,0.086699635,3
[-260.59625 144.63113 16.588709 30.674282 -1.317823 3.5460122 -1.3411951 -5.809316 -13.065594 4.614659 -6.969876 0.19437297 -15.186744 -2.5919464 -7.4328394 -0.34195763 -4.4441795 -7.5285683 -1.8665992 -3.3013446],[0.19293413 0.13736968 0.20039414 0.20469156 0.5580491 0.24890126 0.15287063 0.19810764 0.25802428 0.29347345 0.20449252 0.386683],[20.601300552494045 18.712972968521505 23.64861456297586 23.17074232706472 24.945970731539045 26.789920199084012 51.397246237981825],66.25600962,0.08143379,2
[-225.90315 118.541466 -20.0479 26.78741 -6.968179 -3.570986 -7.088753 0.25935912 -3.4624717 -0.6684201 -8.768678 -7.119488 -9.026856 0.9418665 -4.6006455 -3.310496 -7.090819 -2.4964285 -0.51328003 -5.923285],[0.1754555 0.1219742 0.27084428 0.13853514 0.23732646 0.13768898 0.25344476 0.6803438 0.3112012 0.24976927 0.10264646 0.2575586],[20.748952417919014 20.35275942109806 23.994451793029416 24.47947408065251 24.52587166599875 27.319815272557232 52.671407435411304],117.4538352,0.079833575,3
[-104.76374 97.86473 12.714011 26.27346 12.271228 8.870416 3.2200968 9.552844 -4.416734 4.5492473 -0.70999527 4.475603 -3.2167525 2.8182735 -0.73396295 1.325885 -6.0210896 1.4229287 -4.688866 -2.7463114],[0.289532 0.2687059 0.45756122 0.5425462 0.47001883 0.4626121 0.31659117 0.38319942 0.3147517 0.45090464 0.70087665 0.3642594],[19.01418852261236 15.581308382782584 17.42412954387275 17.84148311067809 17.310888451740517 16.992878597748067 47.45464076741432],151.9990809,0.12456238,1
[-164.96414 138.06998 -8.090872 21.655867 -1.9757134 2.4016428 -1.3959054 -1.4958674 -11.260383 6.6279397 -2.065833 -3.0091588 -4.252181 3.4770875 -6.130172 -0.06595513 -7.006464 -1.423874 -3.7228742 -2.7976232],[0.29593876 0.40024224 0.3172697 0.24806596 0.38832492 0.2515423 0.38575047 0.27265722 0.37813202 0.39147663 0.27752298 0.38832393],[18.84354221197456 16.015823675192316 20.15131619161228 20.357632804173914 20.783619078621115 19.65035242294908 48.682539560077004],112.3471467,0.09014895,4
[-313.8107 110.10773 8.707194 19.108372 -10.893235 -21.564262 -20.230143 -22.920729 -16.719412 -4.0341544 -9.805035 -6.851342 -2.296827 0.66856724 -4.3412676 1.2188871 -2.2086458 -0.36852416 0.6730128 7.6467614],[0.31155956 0.09737047 0.12030052 0.109548666 0.34824708 0.28731686 0.16264927 0.27980694 0.12056977 0.21893537 0.09218393 0.20025964],[16.02960561298407 18.104283337608834 23.80733669757125 21.322865819057387 19.812387258853263 18.52607936081196 44.869885236091626],123.046875,0.06464429,3
[-276.43158 125.60813 -10.161402 18.955597 -9.612721 -11.486993 -28.932655 -27.510307 -22.427483 -26.101973 -21.429176 -21.974016 -16.11019 -3.6582766 -2.2764165 0.51339257 -9.9583435 -2.7143357 5.7026877 5.8967476],[0.25504124 0.12613395 0.21379289 0.13463748 0.27543345 0.26742664 0.23512861 0.5020942 0.20606166 0.30546695 0.07681346 0.106427446],[19.41351739307124 19.40976222142802 26.111475146264294 22.94371757919779 24.31468546912761 22.934194301039568 47.1701024387111],123.046875,0.08224805,3
[-229.39345 110.624084 21.503145 34.20683 11.260606 10.514159 0.89925134 -0.67806906 -7.2954817 0.89117146 -12.563511 -7.8648868 -9.671011 -10.060072 -12.615136 -12.320201 -13.365966 -6.8352523 -10.002349 -8.325811],[0.32162398 0.18087132 0.2378997 0.15131953 0.17842278 0.11173645 0.17398158 0.21392335 0.24316494 0.41854283 0.32100996 0.3687997],[23.98078905362172 20.527225961741408 20.195181271559733 19.66767272658598 18.37265248532808 18.170065189639665 45.97314526014945],103.359375,0.09460554,2
[-194.10194 110.82414 11.849116 30.414543 3.1058154 -5.1389375 -2.5650563 4.6091704 -11.993537 -7.9640837 -15.663959 -7.5278535 -11.545431 -7.587089 -14.909713 -14.956536 -19.51018 -7.5653925 -12.6033 1.327838],[0.5583021 0.23558527 0.13135758 0.17731181 0.60966784 0.33746612 0.14352529 0.1971182 0.22038305 0.48376775 0.37744805 0.43010664],[21.82358012249933 17.993287537358896 19.66780068625808 21.923650024535778 21.373122765601686 20.71996852521307 48.104376870197385],123.046875,0.08629602,2
[-267.05643 132.84792 -13.723511 3.8984845 -16.029467 -22.367985 -16.62053 -17.165958 -18.223536 -12.397884 -16.002695 -16.35406 -13.786332 -3.088127 0.9019607 4.0020676 2.0924842 1.2704395 4.8362293 5.731509],[0.28033343 0.11942875 0.27046254 0.18032356 0.27761447 0.1468241 0.12518463 0.44076312 0.23393576 0.15548131 0.108775504 0.3587975],[15.182811152148142 19.306565813367037 24.43291430318038 24.552442205681665 24.199789930795006 23.167934839371586 47.274605411144115],172.265625,0.077919684,3
[-273.9042 155.45248 -6.765909 34.673866 -7.393992 11.810543 10.861411 0.27785498 -12.930256 -10.795327 -5.055247 -19.650131 -5.317684 -7.119242 -3.7627995 -4.648165 -1.3983896 0.7010746 -9.886542 -5.8960934],[0.2905994 0.20345338 0.21027547 0.13869469 0.20948747 0.20138359 0.31415704 0.6362498 0.38947633 0.3334903 0.2266058 0.22650358],[19.85837071172912 18.62684745497205 23.393456614052084 20.558259586603786 18.943435288342133 20.06200765398778 50.906594973011174],103.359375,0.08173934,2
[-257.96832 140.65796 -22.069473 34.28686 -6.5740294 16.81864 12.914962 3.0641937 -4.1516485 -6.318411 -9.76578 -17.498907 0.8341305 -8.162708 -1.4985653 -3.6294918 -3.0986147 1.2962737 -8.894815 -7.410306],[0.19972967 0.19357942 0.2538479 0.15195777 0.18472086 0.1651609 0.32747874 0.37069762 0.3623673 0.417855 0.3278133 0.41072235],[18.72197336919161 19.65056420512352 21.661980723121278 20.85209385296891 19.94792915321548 20.384147028069158 51.98591233623991],73.828125,0.07966017,2
[-226.14192 88.60784 -0.8208197 37.357204 11.075082 14.9395075 -1.8915963 11.226567 -8.323776 1.7266229 -1.5789086 2.3707669 -2.6587944 -2.7111804 -3.6557212 -2.5296407 -1.2269105 -2.4935975 -7.6493363 -3.6582007],[0.19722559 0.20362441 0.28445187 0.36600825 0.5318001 0.49074775 0.37673542 0.38244852 0.36488146 0.39037853 0.32237497 0.31251264],[21.455311373392988 17.017485455778605 21.254275386537067 20.032729466630183 20.57629206985984 20.506147681710388 50.47617828847619],86.1328125,0.08589231,4
[-347.1072 173.70386 -9.3077965 2.7194436 1.7543346 -12.077169 -10.971558 -13.242868 -22.485046 -19.512442 -18.040276 -8.367656 -4.8360806 -2.2988553 -6.650754 -6.0898294 -5.2039843 1.9254086 2.4594924 -2.4382372],[0.09037137 0.3873092 0.30091882 0.18351027 0.3325127 0.16830695 0.25358555 0.093253866 0.24198349 0.2776568 0.21746248 0.16745533],[24.15591310880019 24.3147767072399 27.262887857995516 28.089269810804893 28.824111164220042 27.04232196762134 50.084956544913176],89.10290948,0.07207024,3
