mfcc_mean,chroma_mean,spectral_contrast_mean,tempo,loudness_variation,filename,Emotion_Description
"[-436.15274    169.77716    -43.97832     22.937017   -10.129787
   -4.8167624   -9.867531   -12.231206    -9.0524025   -9.035889
   -3.3905487   -6.9422336  -10.477294   -10.036615    -7.8800488
   -4.9411697   -1.496445    -2.8454645   -7.5348654   -0.4709969]","[0.20123473 0.45713532 0.16814208 0.2909209  0.37377095 0.2223299
 0.3958344  0.19513847 0.4296691  0.24915229 0.16081588 0.22841312]","[23.66438761 19.05348825 23.044536   23.67397271 24.91507147 26.76801202
 49.98220475]",135.99917763157896,0.008831175,Q1_GY3f6ckBVkA_3.mid,1
"[-587.11725    173.39961      3.2601855    2.4081802    5.6630497
   -9.008549    -9.60099    -14.333247   -17.931406   -15.778104
  -11.591      -11.060388    -9.148431    -3.6720777   -3.185267
   -4.848011    -2.3177977   -4.199142   -10.861586    -9.588256 ]","[0.26550114 0.14387682 0.24799392 0.18021342 0.18622111 0.48843157
 0.28822342 0.26392138 0.12559733 0.20667285 0.50575453 0.25313485]","[25.47392146 22.72311359 28.60525951 28.68546203 28.69249007 24.90156089
 43.16159771]",92.28515625,0.004649247,Q1_HY9vPoHbgaI_0.mid,1
"[-534.5718     192.82785     -9.811101     3.4478405    2.2653437
  -12.019041    -9.317488   -15.06172    -16.281849   -12.867361
   -8.889542    -9.040771   -10.096676    -7.576237    -6.118602
   -6.4539275   -3.4943485   -4.786139   -10.945364    -7.0256996]","[0.27764896 0.1256101  0.22748256 0.24761355 0.18231815 0.49515566
 0.23709245 0.2795811  0.12285475 0.21037304 0.43326932 0.19773053]","[23.23945377 21.50175609 26.62240224 27.73698125 28.82929605 26.93218335
 45.73002901]",92.28515625,0.0045920606,Q1_HY9vPoHbgaI_1.mid,1
"[-546.4259     187.71275    -10.307657     4.539122     5.0737214
   -9.2481785   -7.435186   -13.747519   -15.040404   -11.777888
   -8.638537    -8.774231    -8.830612    -7.1084666   -6.86759
   -6.853167    -3.650613    -5.1010447  -13.030454   -12.733288 ]","[0.28168923 0.1282322  0.22907612 0.16056474 0.1808681  0.53794813
 0.26719886 0.21604545 0.09443249 0.18795273 0.45396337 0.21727285]","[24.9312483  22.03721472 28.01681296 28.13728322 29.23166053 26.39842567
 45.32776536]",92.28515625,0.004819529,Q1_HY9vPoHbgaI_2.mid,1
"[-566.9463     175.12375     -7.3529606    5.9488955    5.357942
   -6.8640614   -4.419437   -12.126864   -14.152291   -11.553362
  -10.808406   -11.293014   -10.177575    -8.052912    -7.3941336
   -6.9497447   -3.1778154   -3.8237438  -12.6295185  -14.390457 ]","[0.2233399  0.14067167 0.22922948 0.18737742 0.19847481 0.4550372
 0.25959706 0.28790802 0.12600343 0.22960216 0.5475423  0.2574572 ]","[26.28494658 22.66908228 27.85157286 28.07535638 28.44746223 25.14981779
 44.78575943]",92.28515625,0.005271226,Q1_HY9vPoHbgaI_3.mid,1
"[-5.2424725e+02  1.9535550e+02  3.0949166e-01 -6.9020290e+00
  4.2754641e+00 -5.5690722e+00 -4.6572137e+00 -1.3832358e+01
 -1.6675781e+01 -1.3315805e+01 -1.4599941e+01 -1.3735958e+01
 -8.9678431e+00 -3.5565853e+00 -1.6226933e+00 -1.9002948e+00
 -2.8249030e+00 -5.7161403e+00 -7.7376070e+00 -5.7531695e+00]","[0.38156784 0.20110561 0.3059961  0.18776909 0.08682259 0.08960279
 0.15219791 0.5898922  0.24677294 0.2140129  0.2741425  0.2551947 ]","[22.3585094  21.84429686 25.9379551  26.51609559 27.28331448 25.88348524
 44.02398698]",107.666015625,0.0057185995,Q1_Ie5koh4qvJc_12.mid,1
"[-5.8926459e+02  1.8351697e+02  9.8424740e+00 -1.0788610e+01
 -2.5698192e+00 -7.3110700e+00 -7.7027807e+00 -9.9714127e+00
 -1.0051950e+01 -8.6724062e+00 -9.5978518e+00 -8.5675259e+00
 -4.5004492e+00 -4.4685926e+00 -6.9449606e+00 -4.9728060e+00
 -2.0265880e-01  8.1919871e-02 -3.9282899e+00 -6.3507037e+00]","[0.23524275 0.2012054  0.14454177 0.31065276 0.400619   0.18590173
 0.21654342 0.1862926  0.45690805 0.2239712  0.25766304 0.4253867 ]","[24.02691706 19.72739962 26.5449762  28.78681321 28.38032971 24.5579053
 43.49724824]",117.45383522727272,0.004214607,Q1_Ie5koh4qvJc_6.mid,1
"[-508.83197    179.70099    -20.400759     9.511074     4.810999
   -7.896521    -7.7654853  -11.569021   -10.662523    -7.229873
   -2.7966309   -4.137206    -5.7338305   -8.15485    -10.343242
   -9.719728    -7.668403    -5.691887    -6.324349    -5.0391736]","[0.19201829 0.39253217 0.18673684 0.2991169  0.17289588 0.3763837
 0.20217305 0.1900114  0.43392283 0.20047912 0.2352581  0.09304936]","[25.07792854 23.32006867 26.92279015 27.62491322 28.49559448 27.23207533
 46.73755106]",92.28515625,0.0063812966,Q1_iFgSjUqI7iM_0.mid,1
"[-5.4620508e+02  1.6122476e+02 -1.1062676e+01  4.7482586e+00
 -2.8287897e+00 -1.1188094e+01 -9.4538698e+00 -1.0021266e+01
 -1.0173628e+01 -7.8753810e+00 -3.1976204e+00 -3.7109616e+00
 -3.5306942e+00 -5.2368183e+00 -8.2309341e+00 -7.4888883e+00
 -4.5235724e+00 -9.0517563e-01  3.5791591e-01  1.9887232e+00]","[0.18515052 0.37864637 0.15895054 0.2224461  0.17640966 0.49140534
 0.30176052 0.14472856 0.28186613 0.12641503 0.18537095 0.08285354]","[24.31185612 22.72384578 28.08413191 27.67599614 27.69016261 26.12657102
 45.90856075]",172.265625,0.007048005,Q1_iFgSjUqI7iM_1.mid,1
"[-535.57153     203.22357      -6.0150385    -1.4557381     0.91735595
  -10.721005     -6.014983    -11.919994    -14.495477     -9.23135
   -4.845361     -8.402172     -9.229031     -5.8651733    -5.7880206
   -4.4529953     1.143987      3.3767169    -1.4253874    -5.5174713 ]","[0.22531937 0.12570728 0.13891168 0.37600023 0.14217076 0.20154734
 0.14026979 0.4198679  0.5313538  0.18744786 0.26706198 0.12654234]","[24.6180147  20.88836576 27.09778226 26.11743354 27.57945838 26.55464526
 44.62657911]",135.99917763157896,0.004452054,Q1_IH2KrGjKXw0_3.mid,1
"[-5.6645087e+02  1.9001675e+02 -3.6671336e+00 -4.0462470e+00
  3.6146629e-01 -1.1061662e+01 -8.9498358e+00 -1.1291816e+01
 -1.0305659e+01 -1.1812519e+01 -1.0644540e+01 -8.7394829e+00
 -9.1949444e+00 -5.5708156e+00 -2.8159184e+00  1.6303378e-01
  4.4214864e+00  4.1843033e+00  2.6510446e+00 -4.5125347e-01]","[0.11709497 0.20089419 0.22191226 0.3057081  0.6796903  0.29536912
 0.3096585  0.15283707 0.3149634  0.3916295  0.14482832 0.24361931]","[25.62505493 22.55026828 26.09020195 27.66632631 27.6666426  24.20724009
 43.39562883]",135.99917763157896,0.0051850574,Q1_im4Qxn3GQvo_0.mid,1
"[-5.2784381e+02  1.9751308e+02 -1.6742046e+01 -2.4407616e+00
  1.4991696e-01 -1.0608143e+01 -7.3124423e+00 -1.2299692e+01
 -1.1196569e+01 -1.0519794e+01 -9.2603655e+00 -9.4564438e+00
 -8.2615128e+00 -2.4239192e+00  8.3318710e-01  3.4048762e+00
  4.8144169e+00  1.5379692e+00 -7.0093858e-01 -2.2706132e+00]","[0.10753126 0.22134691 0.18403372 0.23594746 0.5516343  0.21592502
 0.20378445 0.13681762 0.39354846 0.5196262  0.16595784 0.18807803]","[24.87515777 22.32226327 26.95433336 28.00678767 28.82102493 26.98282336
 44.61104032]",135.99917763157896,0.0053914515,Q1_im4Qxn3GQvo_1.mid,1
"[-5.4516119e+02  1.7905293e+02 -1.8835974e+01 -4.1750422e+00
 -5.8951207e-02 -1.0599592e+01 -6.5968304e+00 -6.9182048e+00
 -5.5449677e+00 -5.7889996e+00 -5.4167819e+00 -7.0292006e+00
 -8.1768875e+00 -4.9642839e+00 -3.1429572e+00 -1.4093517e+00
  8.4155542e-01 -1.5628405e-01 -9.0048242e-01 -2.0927780e+00]","[0.17120662 0.3093839  0.22119819 0.23108794 0.5242062  0.22947848
 0.2956756  0.15716857 0.2682512  0.40823987 0.17757206 0.24396443]","[25.66149589 20.6363337  24.35685665 27.57391385 27.91552266 26.35079791
 44.92771957]",135.99917763157896,0.005568931,Q1_im4Qxn3GQvo_2.mid,1
"[-483.00464    178.15652    -29.233673    10.680355    -1.487375
   -8.480925    -7.6489263  -10.25835     -9.130893    -6.5861692
   -6.129201    -9.723018    -9.550503    -8.490174    -8.447872
   -6.807414    -3.7876666   -2.0230577   -5.3564434   -7.040962 ]","[0.16047186 0.27809596 0.1239481  0.28070167 0.5472298  0.23037532
 0.2349194  0.14518645 0.36872864 0.31175703 0.16474953 0.31695828]","[25.06693468 21.65181088 26.36497825 27.45063741 27.61835123 27.24766686
 48.65041796]",123.046875,0.006939624,Q1_J6X3rVU1H-c_1.mid,1
"[-421.1027     189.39046    -42.529976    22.29144     -7.2238374
   -6.610647    -7.6504707  -12.014865    -9.598471    -9.8757515
   -7.256279   -11.36606    -10.282641    -7.5390544   -6.210822
   -3.0566778   -0.9895427    1.0462278   -3.1599176   -4.6464295]","[0.15157913 0.27510956 0.10934176 0.21023689 0.36505333 0.21248613
 0.38797826 0.2153398  0.50576895 0.33402842 0.15661104 0.27238974]","[23.56548728 20.06416661 24.58571542 25.40426454 26.19464794 28.32279854
 49.75781819]",123.046875,0.007999156,Q1_J6X3rVU1H-c_2.mid,1
"[-5.0407544e+02  1.8248073e+02 -2.5609518e+01  7.1490989e+00
 -2.7542803e+00 -8.2939548e+00 -6.7102723e+00 -1.6023178e+01
 -1.2819924e+01 -1.3300086e+01 -1.3453047e+01 -1.4698361e+01
 -1.3969133e+01 -6.1768446e+00 -3.0140984e-01  2.6344690e+00
  2.2541509e+00 -1.5010332e+00 -4.0205050e+00 -3.6323569e+00]","[0.11648131 0.15337221 0.1314537  0.32651684 0.16667001 0.131118
 0.3371388  0.25619563 0.6781519  0.2183996  0.29877597 0.3029673 ]","[21.65509002 21.41301304 25.97281004 26.65321206 27.31669484 26.55646731
 47.27971359]",123.046875,0.007230169,Q1_Jn9r0avp0fY_0.mid,1
"[-475.63058    174.07677    -40.961514     9.401481    -5.374592
   -4.5094104   -3.4883487   -9.6982975   -7.983296    -7.558424
   -6.5931664   -9.26263     -9.348504    -5.5131893   -4.870702
   -5.058222    -4.472348    -2.6243      -4.523061    -4.7024055]","[0.3164106  0.35488877 0.17232092 0.30659166 0.2576722  0.40655264
 0.356131   0.20313019 0.4596962  0.20998837 0.23987328 0.18184942]","[25.60149108 17.56343242 21.56991041 24.12745357 26.81725417 26.8064547
 48.10143423]",123.046875,0.008620209,Q1_Jn9r0avp0fY_1.mid,1
"[-4.9045535e+02  1.8367300e+02 -3.0433525e+01  5.4776535e+00
 -5.4072995e+00 -9.2926788e+00 -6.4405746e+00 -1.3665241e+01
 -1.3841696e+01 -1.0792251e+01 -5.8227158e+00 -7.3062348e+00
 -7.4131427e+00 -5.2163506e+00 -6.2192907e+00 -4.8726010e+00
 -3.5390234e+00 -2.3589187e+00  3.5932329e-01  1.1161821e+00]","[0.13231546 0.22090857 0.29665846 0.17691334 0.36833757 0.23648573
 0.59394294 0.25714347 0.16086425 0.3615686  0.16062734 0.3024794 ]","[23.73490483 18.25984138 22.73048512 25.57755409 25.99881496 27.17626409
 46.37624135]",123.046875,0.006819232,Q1_Jn9r0avp0fY_2.mid,1
"[-4.3704874e+02  1.8151901e+02 -3.8359390e+01  1.1003094e+01
 -7.6457982e+00 -5.9000611e+00 -6.0196042e+00 -1.1449928e+01
 -7.2872171e+00 -8.7648096e+00 -8.9181890e+00 -9.4551497e+00
 -5.9736638e+00 -2.6404827e+00 -2.2050087e+00 -1.4870229e+00
  1.3545114e-01  9.5089668e-01 -1.8781705e+00 -3.2245371e+00]","[0.19669382 0.20235729 0.5835678  0.22316758 0.24638206 0.13932022
 0.28350362 0.4554386  0.21878107 0.49607107 0.2487769  0.24212909]","[22.88120429 19.4327182  22.81865535 23.67445186 24.69549347 26.09234498
 49.36735889]",95.703125,0.008409848,Q1_Jn9r0avp0fY_3.mid,1
"[-474.9681     201.34293    -33.137264     7.1919546    1.420978
   -5.196549     2.026143    -7.583653    -6.2155957   -5.9171214
   -8.139646    -9.026482    -9.542407    -6.7560916   -5.670539
   -7.1963325   -5.6497626   -2.3147664   -4.7815866   -5.5531673]","[0.36144155 0.2566274  0.23151152 0.410416   0.24548998 0.36018184
 0.19620785 0.4138755  0.40281382 0.24432842 0.41693527 0.21494296]","[25.20886014 19.35716074 23.06995103 24.02624414 25.25433367 26.6583537
 46.57265959]",112.34714673913044,0.0072932886,Q1_JT1XJnVmABo_2.mid,1
"[-585.63983    174.07109    -13.256712    -2.9683402    3.4443383
   -4.423796    -2.896367    -8.542001   -10.8146      -4.469674
   -3.3404973   -6.6967616   -7.9922338   -8.82113    -10.611401
  -11.869653    -7.72913     -4.1470346   -5.8586864   -7.908501 ]","[0.22365598 0.19750889 0.11838399 0.3278637  0.59020346 0.18207693
 0.17664857 0.12523894 0.260311   0.269758   0.24422397 0.5079578 ]","[24.62276214 23.37065285 26.30256238 27.77136709 28.28062181 25.47148665
 44.69622466]",112.34714673913044,0.0052608885,Q1_JT1XJnVmABo_3.mid,1
"[-538.0681     187.68651     -9.538902     2.4666438    1.3089566
   -9.775087    -6.704259   -13.98014    -13.609017    -8.825439
   -6.4912143   -8.257818    -9.185484    -7.91973     -7.4186563
   -6.042249    -3.715732    -5.844151    -9.7235      -8.152111 ]","[0.14083952 0.25655255 0.13685966 0.3064313  0.34847626 0.17329037
 0.33999145 0.163157   0.33220968 0.35340914 0.14428756 0.22767489]","[24.33313341 20.22485129 25.85403704 26.18695685 27.32453971 26.16184752
 44.85476503]",112.34714673913044,0.006165972,Q1_JT1XJnVmABo_4.mid,1
"[-5.5927325e+02  1.7303990e+02 -1.8248575e+01 -2.5633037e+00
 -5.4790515e-01 -4.3061643e+00 -2.4824411e-01 -8.3648939e+00
 -1.0834808e+01 -7.5005984e+00 -6.2830415e+00 -8.0608826e+00
 -9.1164722e+00 -7.2381883e+00 -6.6279407e+00 -6.7597270e+00
 -4.4867306e+00 -5.6030111e+00 -1.0232034e+01 -9.6876717e+00]","[0.20337133 0.26517406 0.15371153 0.27795506 0.3964631  0.23696223
 0.4668327  0.21528628 0.31397069 0.25302118 0.196705   0.4213796 ]","[26.76529461 20.301252   23.08206208 26.7087765  26.34157297 25.34958778
 44.61968469]",107.666015625,0.0059748753,Q1_JT1XJnVmABo_5.mid,1
"[-519.08624    188.35336     -1.8850684  -10.724542     4.435396
   -7.756283    -5.555901    -6.8764424  -10.86456    -10.825524
   -9.965361   -10.451466   -11.099488    -6.71084     -2.6725276
   -2.043748     2.3490076    4.183908    -3.7025888   -9.291696 ]","[0.1137135  0.15814258 0.42049512 0.17899671 0.19838762 0.1774548
 0.4684294  0.32046422 0.18097231 0.31454068 0.17900327 0.27851588]","[25.60486388 22.13061604 26.28222123 26.54831598 27.77615761 26.53262527
 43.86901396]",103.359375,0.0044451584,Q1_JYVXM0qNQAg_0.mid,1
"[-554.56055    184.86726    -12.477677    -1.8767263   -1.3452628
   -9.188571    -5.370638   -11.946274   -12.468513   -13.224261
  -13.430665   -13.557482   -11.974866    -6.0540686   -1.4137062
    1.1745652    2.0956013   -0.9540552   -3.0004628   -2.250829 ]","[0.16082764 0.13322893 0.29379502 0.11314204 0.09881071 0.08870611
 0.30665612 0.4896687  0.19647859 0.38748673 0.1565609  0.28538173]","[21.8766743  22.37371924 27.02890889 27.59646672 28.038596   26.60058849
 45.96391868]",107.666015625,0.004305007,Q1_JYVXM0qNQAg_2.mid,1
"[-488.05856    177.55804    -29.359392    13.9808855    2.221718
   -3.3865829   -4.2197814   -8.845554    -5.30346    -12.132133
   -9.060728    -5.689235    -8.076846    -5.924074    -4.046581
   -6.9795613   -6.7166753   -2.524609    -1.6820558   -2.5040143]","[0.1815187  0.27923864 0.69105595 0.3241278  0.2991022  0.31478244
 0.19646174 0.17477797 0.1966882  0.52569115 0.28542808 0.12087797]","[23.75932844 21.32103389 22.86299113 25.08900033 26.26584139 26.11890743
 45.87588826]",161.4990234375,0.008796933,Q1_jziI_cuN_H8_0.mid,1
"[-449.20197    181.25688    -35.725266    12.058749    -3.8183072
   -3.075969    -6.7356825   -6.0258026   -7.0733767   -7.5343676
   -4.3872986   -3.6110046   -2.8577251   -4.0930004   -4.662697
   -3.288649    -1.9354395   -2.4077828   -3.1849973   -3.0388668]","[0.18813509 0.2155556  0.38871905 0.19106735 0.31774002 0.3593567
 0.1668283  0.19312342 0.20989423 0.49324214 0.26320964 0.16104972]","[25.45475027 17.13254352 24.29934253 24.66015528 25.14012462 26.15233486
 49.27532396]",161.4990234375,0.0094518885,Q1_jziI_cuN_H8_1.mid,1
"[-417.6884     202.288      -45.06969     15.113929    -2.3712184
   -6.609985    -4.007234    -7.168652    -4.223029    -4.93203
   -4.2993994   -6.5940137   -7.817654    -6.331769    -3.225169
   -3.3470292   -4.6962566   -3.3132224   -3.0775268   -1.9785206]","[0.30033395 0.29873583 0.4016816  0.24368872 0.39035398 0.5268159
 0.38025972 0.38223797 0.34546787 0.5406436  0.32791647 0.22498517]","[25.23602178 16.30431181 20.0770863  22.0814778  23.77491919 27.05966716
 48.9809266 ]",143.5546875,0.00821324,Q1_jziI_cuN_H8_2.mid,1
"[-453.0461     213.25058    -35.11465      6.055399     3.5874727
   -6.7156835   -2.9906805   -9.10016     -7.140894   -11.689801
   -8.740634    -5.8394837   -9.295162    -6.855269    -3.6909738
   -6.186369    -5.477366    -0.6814666   -1.2397841   -4.3858027]","[0.30439657 0.5919358  0.22073926 0.22947864 0.27659735 0.69200075
 0.28636974 0.16466849 0.41878745 0.18373063 0.16872545 0.1091278 ]","[25.18172233 19.8611114  22.65084261 24.96539552 26.86798878 27.45762039
 46.17515202]",135.99917763157896,0.006702798,Q1_k4dxAlI5N-k_0.mid,1
"[-4.3900330e+02  1.9291475e+02 -3.8114975e+01  7.7963991e+00
 -1.4927558e+00 -5.6198130e+00 -1.9403299e+00 -1.0616879e+01
 -7.9629779e+00 -1.1577849e+01 -7.7613592e+00 -8.9526787e+00
 -1.2078772e+01 -8.1307058e+00 -5.8517923e+00 -5.7351551e+00
 -1.9766624e+00  1.5951934e-01 -1.5406510e+00 -9.3946725e-01]","[0.27551657 0.5989292  0.23096882 0.2345784  0.29484817 0.79148424
 0.30479616 0.19780584 0.50240266 0.17294095 0.13346298 0.09746293]","[26.62067249 19.34383417 21.37902252 23.49083779 25.66904448 25.88891145
 46.26013072]",143.5546875,0.011063225,Q1_k4dxAlI5N-k_1.mid,1
"[-560.63605    190.9076      -6.439335    -1.5715845    8.978495
   -6.8624945   -5.1518297   -9.289698   -10.770668    -9.57263
   -8.57671     -6.9441533   -9.168535    -9.086892    -6.708149
   -6.701379    -5.1398416   -2.8772297   -3.460067    -3.5506537]","[0.2811332  0.5944143  0.28363493 0.2398373  0.16346377 0.33622444
 0.32369107 0.18367033 0.3305179  0.18137993 0.2430138  0.13468352]","[24.74755599 21.79306248 25.76504075 26.54587664 27.35409584 24.93440658
 42.8247071 ]",143.5546875,0.0048316675,Q1_K6OFDxBU370_0.mid,1
"[-5.2086621e+02  1.7145743e+02 -2.2793002e+00 -4.8695335e+00
 -1.5673932e+00 -1.2650182e+01 -6.7316036e+00 -6.4620876e+00
 -9.2390270e+00 -8.2383547e+00 -5.5183587e+00 -6.9863081e+00
 -1.0128539e+01 -9.5703011e+00 -6.8056054e+00 -4.4639916e+00
 -1.5359721e+00 -1.7455406e-01 -1.3389544e+00 -2.0155246e+00]","[0.19801453 0.42494446 0.16045827 0.20061718 0.13429345 0.33443683
 0.5925114  0.17483479 0.17034817 0.22424278 0.20638865 0.07722439]","[24.79572604 22.8480553  26.11402649 27.86591319 27.39793937 26.20784871
 44.64341633]",151.99908088235293,0.0067742174,Q1_K6OFDxBU370_1.mid,1
"[-610.3453      170.53181       8.407753     -2.0742848     1.3679867
   -7.3309107    -6.0469403   -11.973172    -14.307211    -12.468793
  -12.761651    -12.579925    -11.667313     -8.41913      -5.7500935
   -4.9997616    -1.2857325     0.82938963   -2.8969495    -5.16931   ]","[0.18876418 0.22779249 0.10492043 0.24611633 0.5448668  0.22805876
 0.30429962 0.15493318 0.29439545 0.16881767 0.30992714 0.4836235 ]","[24.27238197 23.10579461 27.93689342 29.57085876 29.13674977 23.69981558
 43.3490891 ]",184.5703125,0.004174816,Q1_KxlqB3j0zys_0.mid,1
"[-6.1857977e+02  1.5747510e+02  3.8000369e+00 -2.3556168e+00
  3.9949682e-01 -8.5730066e+00 -7.0722761e+00 -1.0406635e+01
 -1.0851000e+01 -7.4785485e+00 -9.4244432e+00 -1.2513581e+01
 -1.1378666e+01 -7.2826838e+00 -4.7789321e+00 -5.8177118e+00
 -6.3343568e+00 -5.0914230e+00 -3.7948322e+00 -3.5702155e+00]","[0.176073   0.2664546  0.14163634 0.28557804 0.6469301  0.2298076
 0.2809511  0.13176365 0.22412367 0.25475073 0.18201299 0.3458239 ]","[24.71915251 22.62095123 26.2322219  27.20933107 27.00863418 22.94961857
 43.70619772]",198.76802884615384,0.0048196907,Q1_KxlqB3j0zys_1.mid,1
"[-529.58124    183.07062    -17.295704     2.5640335    1.0619156
   -6.698287    -2.915829    -7.082049    -6.7398167   -5.0321546
   -7.6993303  -10.339905   -10.913472   -11.733884   -12.477724
   -9.562136    -3.4516518    1.2098147   -1.7436789  -10.98972  ]","[0.13614687 0.08149822 0.08091423 0.32010874 0.7610746  0.31049645
 0.34403926 0.14551039 0.22649087 0.22598785 0.20711777 0.44220272]","[27.25420323 22.8137127  26.75265851 28.72318022 28.39290477 26.91620149
 45.57265523]",112.34714673913044,0.006094686,Q1_ldCQ6N9G6Mk_2.mid,1
"[-439.79092    196.5165     -31.993515    11.583493    -2.9712167
   -8.64925     -4.0800905  -13.656228   -11.6776285  -10.464869
   -6.104183    -8.017769    -8.803291    -6.0723286   -5.452529
   -4.396961    -1.0592583   -1.6806883   -8.727773    -5.4409213]","[0.490788   0.19839257 0.28195056 0.14724702 0.33064392 0.47920677
 0.28263685 0.55363864 0.27087027 0.22932005 0.18041793 0.2219037 ]","[23.01158302 19.20345407 23.37291145 24.0498923  25.63588398 27.41735558
 47.30256726]",151.99908088235293,0.008838111,Q1_miqLU2739dk_1.mid,1
"[-5.2131244e+02  1.8054192e+02 -2.0224127e+01  2.8123116e-01
 -4.4566064e+00 -1.2896051e+01 -8.7083340e+00 -1.2565643e+01
 -1.0542143e+01 -7.9831109e+00 -6.0872788e+00 -9.0249929e+00
 -8.5524635e+00 -3.5335188e+00  1.0006216e+00  5.6763840e+00
  7.1458979e+00  2.8991594e+00 -2.5762951e+00 -5.5220408e+00]","[0.12232456 0.23949215 0.22063169 0.16677515 0.315837   0.1409758
 0.20253442 0.14366926 0.440199   0.6427224  0.20291057 0.18615524]","[23.03930968 21.06856298 27.03749856 27.5348814  28.36297184 27.84194472
 46.15500817]",123.046875,0.0051986384,Q1_mX-xs3OVhTs_0.mid,1
"[-4.9778967e+02  1.9256764e+02 -2.6832861e+01  7.1091366e+00
  4.0170482e-01 -7.1584883e+00 -5.3075700e+00 -1.3406939e+01
 -9.2440424e+00 -1.0003732e+01 -1.0989762e+01 -1.1830872e+01
 -1.1121319e+01 -5.8744473e+00 -2.4645019e+00 -2.8138697e+00
 -2.6821649e+00 -2.1839666e+00 -4.6484346e+00 -3.5535908e+00]","[0.28128946 0.32383907 0.23863402 0.19951648 0.40291175 0.19790743
 0.3299251  0.2347123  0.3447105  0.4315343  0.2408532  0.38134676]","[22.77770092 20.50950413 23.89964809 26.07855027 27.90757162 27.51953316
 46.15214342]",129.19921875,0.0056627356,Q1_mX-xs3OVhTs_1.mid,1
"[-486.61697    154.33589    -28.213976     6.1496673   -4.7292933
   -8.470431    -6.1579247   -9.474356    -9.936752    -5.6061053
   -4.288862    -7.4340677   -7.1707134   -5.4715967   -5.649033
   -6.871746    -6.4573574   -5.0439663   -4.414472    -4.891312 ]","[0.12716897 0.30415204 0.5221265  0.19869977 0.2961001  0.15866433
 0.3277146  0.224804   0.20272553 0.4328387  0.15998241 0.16734613]","[24.91863673 17.65528053 25.88913459 25.40963933 25.92141149 26.53764584
 48.79413247]",112.34714673913044,0.008425951,Q1_NGE9ynTJABg_0.mid,1
"[-451.0466     170.04553    -32.84713     18.309736    -1.8889005
   -6.2643895   -8.25057    -11.690318    -7.3398247   -9.087877
   -4.501084    -5.3827066   -6.604244    -4.448493    -3.6147888
   -3.655203    -2.9613297   -4.5137672   -5.223051    -2.8289604]","[0.13047528 0.2718623  0.47239506 0.2057169  0.26048365 0.14842556
 0.26174057 0.27101624 0.22161427 0.53413814 0.19497618 0.2510229 ]","[24.83465439 22.07601389 25.68784859 25.62663931 25.84696626 27.03670928
 49.2622216 ]",117.45383522727272,0.008778817,Q1_NGE9ynTJABg_1.mid,1
"[-448.20715    168.8277     -38.012775    19.343191    -3.5483315
   -3.719655    -6.957072   -10.864342    -8.989273   -11.160923
   -6.3910584   -7.7470784   -7.104624    -3.4432244   -2.2023036
   -2.448582    -1.3766718   -1.6120943   -4.7241383   -5.145614 ]","[0.16538413 0.2621598  0.2951487  0.21226652 0.41988695 0.20169814
 0.30260864 0.32113525 0.2414545  0.50325334 0.22627984 0.30116722]","[25.96172883 19.24377407 23.88694882 25.13303657 25.34991133 27.20027943
 48.76369294]",117.45383522727272,0.008986796,Q1_NGE9ynTJABg_2.mid,1
"[-4.4542709e+02  1.7597522e+02 -3.6778011e+01  1.2589549e+01
 -5.0666466e+00 -7.8261771e+00 -5.9902930e+00 -9.3402119e+00
 -6.0609140e+00 -7.3986611e+00 -5.0607972e+00 -4.8290071e+00
 -5.8619671e+00 -4.9199038e+00 -2.5135229e+00 -2.1390779e+00
 -3.4902069e-01  7.9448409e-02 -7.6688848e+00 -7.5352588e+00]","[0.38229188 0.21745966 0.1895501  0.12914394 0.24618016 0.3168475
 0.15015262 0.22102933 0.17147473 0.4267113  0.35362777 0.19239551]","[24.78983762 19.71354587 25.00558213 25.93756132 26.40533442 27.91466836
 49.94720407]",135.99917763157896,0.008194122,Q1_nOIBJHkqrE8_0.mid,1
"[-499.5294     197.5617     -16.383085     3.5468676    2.4701877
   -5.26216     -2.2664976  -12.583005   -14.33254    -15.052144
  -13.905638    -8.673099    -4.979061    -5.2618065   -5.1922903
   -3.491114    -2.39193     -3.9632475   -7.5356636   -9.530271 ]","[0.55797887 0.21813083 0.22458981 0.1258319  0.26254517 0.22556749
 0.1469096  0.3928428  0.19538578 0.37588832 0.14017609 0.21113358]","[24.54095826 21.63604953 26.9712088  27.48183257 27.71171156 27.0359126
 46.13662516]",161.4990234375,0.0065403236,Q1_NP0lwB-_-og_1.mid,1
"[-504.5323     170.54903    -23.191885     9.707935    -6.899829
   -8.600958   -10.564382   -13.769964   -13.37241     -9.040945
   -1.2529919   -6.2246494   -8.475987    -8.222972    -7.644982
   -5.7583556   -3.779071    -1.9988624   -5.6324887   -7.9610066]","[0.12316494 0.19760655 0.4134916  0.21422072 0.4215999  0.48598233
 0.17773195 0.17094466 0.21335897 0.3750738  0.20729044 0.10775756]","[24.00589463 20.85087797 24.82934263 26.55924923 26.39487844 25.81112522
 47.90153316]",151.99908088235293,0.008033953,Q1_o5AIp2Yc01M_0.mid,1
